STATION,FISHSET_ID,SET_NO,SDAYTIME,P2DAYTIME,P3DAYTIME,EDAYTIME,SOAKMINP3P1,SOAKMINP3P2,P1LAT,P2LAT,P3LAT,P4LAT,P1LONG,P2LONG,P3LONG,P4LONG,DURATION,YEAR,SDEPTH,P2DEPTH,P3DEPTH,EDEPTH,TRIP_ID,SETCD_ID,STRATUM_ID,NAFAREA_ID,NUM_HOOK_HAUL,GEAR_ID,HAULCCD_ID,LENLLKM,GEAR_LEN_M,SPECSCD_ID,MAINLINE_DIAM,MAINLINE_LEN,BAIT_TYPE,GANGION_LENGTH,HOOKSPACINGM,MAINLINE_TYPE,MAINLINE_MAT,MAINLINE_WTAVG_KG,BAIT_AVG_WT,MILWARD,GEARCD_ID,HOOKCD_ID,HOOKSIZE,CATCH_ID,SPECCD_ID,EST_NUM_CAUGHT,EST_COMBINED_WT,TRIPCD_ID,TRIP,VESS_ID,VESSEL,CFV,ASSIGNED_STATION,ASSIGNED_STRATUM_ID,avg_weight,SLATITUDE,SLONGITUDE,ELATITUDE,ELONGITUDE,NAFDIV,P1TIME,P2TIME,P3TIME,P4TIME,SURVEY_AREA,SDAYTIME_UTC,P2DAYTIME_UTC,P3DAYTIME_UTC,EDAYTIME_UTC,P1TIME_UTC,P2TIME_UTC,P3TIME_UTC,P4TIME_UTC,MAINLINE_WTAVG_ADDED,lat.DecDeg_Assigned,lon.DecDeg_Assigned,STRATA_Assigned,Coordinator,VESSEL_Completed,Coordinator_Completed,dist_from_station
162,100396355,3,2024-06-27 04:05:00,2024-06-27 04:34:00,2024-06-27 12:00:00,2024-06-27 13:42:00,475,446,44.67967,44.6595,44.6595,44.68,-51.782,-51.83217,-51.83017,-51.78133,577,2024,74,74,76,74,100059364,5,H51,3OD,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,102351299,30,10,327,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,162,H51,32.7,44.67967,-51.782,44.68,-51.78133,3O,405,434,1200,1342,5,2024-06-27 07:05:00,2024-06-27 07:34:00,2024-06-27 15:00:00,2024-06-27 16:42:00,705,734,1500,1642,YES,44.67352093,-51.80818651,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.423
164,100396261,13,2024-06-03 04:08:00,2024-06-03 04:33:00,2024-06-03 10:38:00,2024-06-03 12:15:00,390,365,45.3295,45.32267,45.32933,45.32233,-52.022,-51.9625,-52.02217,-51.96267,487,2024,70,68,70,68,100059361,5,H51,3OB,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,102350029,30,2,63,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,164,H51,31.5,45.3295,-52.022,45.32233,-51.96267,3O,408,433,1038,1215,5,2024-06-03 07:08:00,2024-06-03 07:33:00,2024-06-03 13:38:00,2024-06-03 15:15:00,708,733,1338,1515,NO,45.33203208,-51.99671883,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.595
168,100396358,6,2024-06-28 06:00:00,2024-06-28 06:26:00,2024-06-28 14:00:00,2024-06-28 15:30:00,480,454,44.12533,44.15917,44.128,44.15933,-51.86917,-51.83783,-51.871,-51.8385,570,2024,81,81,83,81,100059364,5,H51,3OD,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,102351532,30,1,13,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,168,H51,13,44.12533,-51.86917,44.15933,-51.8385,3O,600,626,1400,1530,5,2024-06-28 09:00:00,2024-06-28 09:26:00,2024-06-28 17:00:00,2024-06-28 18:30:00,900,926,1700,1830,YES,44.14763,-51.85771,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.612
169,100397346,9,2024-06-09 04:02:00,2024-06-09 04:25:00,2024-06-09 10:13:00,2024-06-09 12:15:00,371,348,44.76017,44.793,44.762,44.79333,-50.283,-50.319,-50.28583,-50.31717,493,2024,57,59,59,59,100059387,5,H51,3NC,1000,100054361,1,5.3,5300,30,9.5,0.15,HERRING,0.715,5.26,1,2,1.36,164,NA,51,141,15,102359557,30,12,403,7057,J24-0301,15300,VICIOUS FISHER 1,106793,169,H51,33.5833333333333,44.76017,-50.283,44.79333,-50.31717,3N,402,425,1013,1215,5,2024-06-09 07:02:00,2024-06-09 07:25:00,2024-06-09 13:13:00,2024-06-09 15:15:00,702,725,1313,1515,YES,44.77673926,-50.30094709,H51,Nova Scotia,Vicious Fisher I,Nova Scotia,0.013
17,100395540,8,2024-06-11 04:46:00,2024-06-11 05:09:00,2024-06-11 11:54:00,2024-06-11 14:08:00,428,405,42.86433,42.848,42.84917,42.86417,-64.89117,-64.8225,-64.8285,-64.89067,562,2024,54,54,54,54,100059326,5,H11,4XN,1000,100054219,1,0.56,560,30,9.5,NA,HERRING,0.77,5.4,2,1,NA,164,NA,51,141,15,102342692,30,1,8,7057,J24-0304,24060,SLEEPY DEVIL,106592,17,H11,8,42.86433,-64.89117,42.86417,-64.89067,4X,446,509,1154,1408,1,2024-06-11 07:46:00,2024-06-11 08:09:00,2024-06-11 14:54:00,2024-06-11 17:08:00,746,809,1454,1708,NO,42.85175,-64.8748,H11,Nova Scotia,Sleepy Devil,Nova Scotia,0.919
171,100396361,9,2024-06-30 04:01:00,2024-06-30 04:26:00,2024-06-30 10:20:00,2024-06-30 11:42:00,379,354,43.59117,43.55717,43.59167,43.55817,-51.74133,-51.77467,-51.74033,-51.77467,461,2024,99,108,97,108,100059364,5,H51,3OE,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,NA,NA,0,0,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,171,H51,NA,43.59117,-51.74133,43.55817,-51.77467,3O,401,426,1020,1142,5,2024-06-30 07:01:00,2024-06-30 07:26:00,2024-06-30 13:20:00,2024-06-30 14:42:00,701,726,1320,1442,YES,43.58262,-51.7609,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.735
176,100396356,4,2024-06-27 05:20:00,2024-06-27 05:50:00,2024-06-27 15:30:00,2024-06-27 17:00:00,610,580,44.60133,44.56633,44.56733,44.60133,-51.8815,-51.90683,-51.90333,-51.88167,700,2024,76,77,77,76,100059364,5,H51,3OD,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,102351348,30,4,101,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,176,H51,25.25,44.60133,-51.8815,44.60133,-51.88167,3O,520,550,1530,1700,5,2024-06-27 08:20:00,2024-06-27 08:50:00,2024-06-27 18:30:00,2024-06-27 20:00:00,820,850,1830,2000,YES,44.58677,-51.89923,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.507
177,100396365,13,2024-07-02 04:07:00,2024-07-02 04:32:00,2024-07-02 12:05:00,2024-07-02 13:30:00,478,453,43.43983,43.42767,43.44067,43.428,-51.13133,-51.07933,-51.1325,-51.08,563,2024,79,77,79,79,100059364,5,H51,3NF,999,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,NA,NA,0,0,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,177,H51,NA,43.43983,-51.13133,43.428,-51.08,3N,407,432,1205,1330,5,2024-07-02 07:07:00,2024-07-02 07:32:00,2024-07-02 15:05:00,2024-07-02 16:30:00,707,732,1505,1630,YES,43.43356,-51.11379,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.23
179,100396357,5,2024-06-28 04:03:00,2024-06-28 04:27:00,2024-06-28 10:40:00,2024-06-28 12:18:00,397,373,43.93967,43.97983,43.94,43.9795,-51.85833,-51.85383,-51.85667,-51.85417,495,2024,90,88,90,88,100059364,5,H51,3OD,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,NA,NA,0,0,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,179,H51,NA,43.93967,-51.85833,43.9795,-51.85417,3O,403,427,1040,1218,5,2024-06-28 07:03:00,2024-06-28 07:27:00,2024-06-28 13:40:00,2024-06-28 15:18:00,703,727,1340,1518,YES,43.96467,-51.86105,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.442
18,100395537,5,2024-06-09 05:10:00,2024-06-09 05:30:00,2024-06-09 14:37:00,2024-06-09 16:58:00,567,547,43.97617,44.01983,44.01867,43.97617,-64.44783,-64.425,-64.428,-64.447,708,2024,35,36,35,37,100059326,5,H11,4XM,1000,100054217,1,0.56,560,30,9.5,NA,HERRING,0.77,5.4,2,1,NA,162,NA,51,141,15,NA,NA,0,0,7057,J24-0304,24060,SLEEPY DEVIL,106592,18,H11,NA,43.97617,-64.44783,43.97617,-64.447,4X,510,530,1437,1658,1,2024-06-09 08:10:00,2024-06-09 08:30:00,2024-06-09 17:37:00,2024-06-09 19:58:00,810,830,1737,1958,NO,43.99881,-64.43655,H11,Nova Scotia,Sleepy Devil,Nova Scotia,0.042
180,100396255,7,2024-05-31 06:25:00,2024-05-31 06:46:00,2024-05-31 13:59:00,2024-05-31 16:00:00,454,433,44.827,44.82267,44.82733,44.82333,-53.35567,-53.30067,-53.35883,-53.30167,575,2024,95,95,95,95,100059361,5,H51,3OC,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,102349779,30,29,771,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,180,H51,26.5862068965517,44.827,-53.35567,44.82333,-53.30167,3O,625,646,1359,1600,5,2024-05-31 09:25:00,2024-05-31 09:46:00,2024-05-31 16:59:00,2024-05-31 19:00:00,925,946,1659,1900,NO,44.83025,-53.33144,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.568
181,100397343,6,2024-06-08 05:50:00,2024-06-08 06:21:00,2024-06-08 12:10:00,2024-06-08 16:10:00,380,349,44.89383,44.85717,44.89333,44.85633,-50.62567,-50.65117,-50.62433,-50.6515,620,2024,60,60,62,60,100059387,5,H51,3NC,1000,100054360,1,5.3,5300,30,9.5,0.15,HERRING,0.715,5.26,1,2,1.36,168,NA,51,141,15,102359543,30,3,73,7057,J24-0301,15300,VICIOUS FISHER 1,106793,181,H51,24.3333333333333,44.89383,-50.62567,44.85633,-50.6515,3N,550,621,1210,1610,5,2024-06-08 08:50:00,2024-06-08 09:21:00,2024-06-08 15:10:00,2024-06-08 19:10:00,850,921,1510,1910,YES,44.88010255,-50.63546181,H51,Nova Scotia,Vicious Fisher I,Nova Scotia,0.017
182,100396360,8,2024-06-29 08:39:00,2024-06-29 09:00:00,2024-06-29 20:00:00,2024-06-29 21:22:00,681,660,43.82133,43.78033,43.82,43.78067,-51.01883,-51.035,-51.01917,-51.03483,763,2024,74,74,74,74,100059364,5,H51,3OE,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,NA,NA,0,0,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,182,H51,NA,43.82133,-51.01883,43.78067,-51.03483,3O,839,900,2000,2122,5,2024-06-29 11:39:00,2024-06-29 12:00:00,2024-06-29 23:00:00,2024-06-30 00:22:00,1139,1200,2300,22,YES,43.80596,-51.0331,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.635
183,100396354,2,2024-06-24 06:35:00,2024-06-24 06:55:00,2024-06-24 16:05:00,2024-06-24 17:47:00,570,550,44.73217,44.75217,44.74983,44.7325,-51.87733,-51.82483,-51.82583,-51.87783,672,2024,74,72,72,74,100059364,5,H51,3OD,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,102351259,30,4,197,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,183,H51,49.25,44.73217,-51.87733,44.7325,-51.87783,3O,635,655,1605,1747,5,2024-06-24 09:35:00,2024-06-24 09:55:00,2024-06-24 19:05:00,2024-06-24 20:47:00,935,955,1905,2047,YES,44.74705742,-51.85654613,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.683
185,100396252,4,2024-05-30 04:02:00,2024-05-30 04:27:00,2024-05-30 10:42:00,2024-05-30 12:40:00,400,375,44.95833,44.92183,44.967,44.92267,-53.8925,-53.88217,-53.89383,-53.88167,518,2024,86,94,88,96,100059361,5,H51,3OC,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,102349528,30,20,325,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,185,H51,16.25,44.95833,-53.8925,44.92267,-53.88167,3O,402,427,1042,1240,5,2024-05-30 07:02:00,2024-05-30 07:27:00,2024-05-30 13:42:00,2024-05-30 15:40:00,702,727,1342,1540,NO,44.94921,-53.89283,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.226
188,100396363,11,2024-07-01 04:03:00,2024-07-01 04:32:00,2024-07-01 10:34:00,2024-07-01 12:11:00,391,362,43.359,43.31983,43.36033,43.32317,-51.50633,-51.5,-51.50917,-51.5125,488,2024,158,261,156,250,100059364,5,H52,3OE,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,NA,NA,0,0,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,188,H52,NA,43.359,-51.50633,43.32317,-51.5125,3O,403,432,1034,1211,5,2024-07-01 07:03:00,2024-07-01 07:32:00,2024-07-01 13:34:00,2024-07-01 15:11:00,703,732,1334,1511,YES,43.34475,-51.51381,H52,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.789
19,100395535,3,2024-06-08 05:18:00,2024-06-08 05:40:00,2024-06-08 12:02:00,2024-06-08 14:35:00,404,382,44.08117,44.06133,44.06133,44.08117,-63.96717,-64.02883,-64.02883,-63.967,557,2024,70,72,71,71,100059326,5,H11,4XM,1000,100054216,1,0.56,560,30,9.5,NA,HERRING,0.77,5.4,2,1,NA,165,NA,51,141,15,102342569,30,2,17,7057,J24-0304,24060,SLEEPY DEVIL,106592,19,H11,8.5,44.08117,-63.96717,44.08117,-63.967,4X,518,540,1202,1435,1,2024-06-08 08:18:00,2024-06-08 08:40:00,2024-06-08 15:02:00,2024-06-08 17:35:00,818,840,1502,1735,NO,44.07754,-63.99647,H11,Nova Scotia,Sleepy Devil,Nova Scotia,0.587
190,100396362,10,2024-06-30 04:50:00,2024-06-30 05:15:00,2024-06-30 12:20:00,2024-06-30 13:35:00,450,425,43.54633,43.53633,43.54717,43.53733,-51.8305,-51.88617,-51.832,-51.88517,525,2024,124,378,124,153,100059364,5,H52,3OE,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,102351660,30,5,67,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,190,H52,13.4,43.54633,-51.8305,43.53733,-51.88517,3O,450,515,1220,1335,5,2024-06-30 07:50:00,2024-06-30 08:15:00,2024-06-30 15:20:00,2024-06-30 16:35:00,750,815,1520,1635,YES,43.54701,-51.85884,H52,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.621
191,100396366,14,2024-07-03 04:03:00,2024-07-03 04:28:00,2024-07-03 12:35:00,2024-07-03 14:25:00,512,487,43.37517,43.33283,43.37033,43.33533,-49.38117,-49.3775,-49.3715,-49.37983,622,2024,329,439,385,369,100059364,5,H53,3NF,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,102351805,30,10,285,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,191,H53,28.5,43.37517,-49.38117,43.33533,-49.37983,3N,403,428,1235,1425,5,2024-07-03 07:03:00,2024-07-03 07:28:00,2024-07-03 15:35:00,2024-07-03 17:25:00,703,728,1535,1725,YES,43.36222086,-49.38084643,H53,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.065
192,100396265,17,2024-06-04 07:11:00,2024-06-04 07:35:00,2024-06-04 13:40:00,2024-06-04 15:23:00,389,365,44.3865,44.35283,44.38717,44.35833,-53.22033,-53.25033,-53.22133,-53.26,492,2024,216,445,213,436,100059361,5,H53,3OC,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,102350054,30,9,214,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,192,H53,23.7777777777778,44.3865,-53.22033,44.35833,-53.26,3O,711,735,1340,1523,5,2024-06-04 10:11:00,2024-06-04 10:35:00,2024-06-04 16:40:00,2024-06-04 18:23:00,1011,1035,1640,1823,NO,44.37049,-53.23731,H53,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.182
193,100396367,15,2024-07-03 04:51:00,2024-07-03 05:15:00,2024-07-03 15:35:00,2024-07-03 17:20:00,644,620,43.319,43.35517,43.34167,43.31933,-49.33967,-49.33833,-49.3425,-49.34117,749,2024,347,320,338,356,100059364,5,H53,3NF,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,102351849,30,19,395,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,193,H53,20.7894736842105,43.319,-49.33967,43.31933,-49.34117,3N,451,515,1535,1720,5,2024-07-03 07:51:00,2024-07-03 08:15:00,2024-07-03 18:35:00,2024-07-03 20:20:00,751,815,1835,2020,YES,43.33875102,-49.34363114,H53,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.381
194,100396364,12,2024-07-01 05:53:00,2024-07-01 06:20:00,2024-07-01 13:45:00,2024-07-01 15:26:00,472,445,43.23867,43.20317,43.248,43.213,-51.398,-51.37733,-51.402,-51.3835,573,2024,337,261,342,389,100059364,5,H53,3OE,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,102351759,30,3,41,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,194,H53,13.6666666666667,43.23867,-51.398,43.213,-51.3835,3O,553,620,1345,1526,5,2024-07-01 08:53:00,2024-07-01 09:20:00,2024-07-01 16:45:00,2024-07-01 18:26:00,853,920,1645,1826,YES,43.22549,-51.39114,H53,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.061
196,100397338,1,2024-06-06 04:01:00,2024-06-06 04:26:00,2024-06-06 10:30:00,2024-06-06 12:26:00,389,364,45.65383,45.65717,45.655,45.665,-52.44233,-52.37867,-52.44083,-52.379,505,2024,93,88,93,88,100059387,5,H60,3OB,1000,100054358,1,5.3,5300,30,9.5,0.15,HERRING,0.715,5.26,1,2,1.36,165,NA,51,141,15,102359526,30,1,19,7057,J24-0301,15300,VICIOUS FISHER 1,106793,196,H60,19,45.65383,-52.44233,45.665,-52.379,3O,401,426,1030,1226,5,2024-06-06 07:01:00,2024-06-06 07:26:00,2024-06-06 13:30:00,2024-06-06 15:26:00,701,726,1330,1526,YES,45.65513834,-52.41767719,H60,Nova Scotia,Vicious Fisher I,Nova Scotia,0.001
197,100397340,3,2024-06-07 04:01:00,2024-06-07 04:28:00,2024-06-07 10:05:00,2024-06-07 12:02:00,364,337,45.79317,45.81667,45.794,45.8175,-51.95983,-51.91267,-51.95883,-51.91233,481,2024,91,93,90,93,100059387,5,H60,3OB,1000,100054359,1,5.3,5300,30,9.5,0.15,HERRING,0.715,5.26,1,2,1.36,174,NA,51,141,15,NA,NA,0,0,7057,J24-0301,15300,VICIOUS FISHER 1,106793,197,H60,NA,45.79317,-51.95983,45.8175,-51.91233,3O,401,428,1005,1202,5,2024-06-07 07:01:00,2024-06-07 07:28:00,2024-06-07 13:05:00,2024-06-07 15:02:00,701,728,1305,1502,YES,45.80497778,-51.93819361,H60,Nova Scotia,Vicious Fisher I,Nova Scotia,0.092
198,100396251,3,2024-05-29 04:18:00,2024-05-29 04:47:00,2024-05-29 11:25:00,2024-05-29 13:15:00,427,398,45.77717,45.73683,45.77867,45.73733,-54.075,-54.0695,-54.07317,-54.0685,537,2024,140,143,142,140,100059361,5,H60,3OA,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,NA,NA,0,0,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,198,H60,NA,45.77717,-54.075,45.73733,-54.0685,3O,418,447,1125,1315,5,2024-05-29 07:18:00,2024-05-29 07:47:00,2024-05-29 14:25:00,2024-05-29 16:15:00,718,747,1425,1615,NO,45.76326,-54.07451,H60,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.109
199,100397339,2,2024-06-06 04:32:00,2024-06-06 04:57:00,2024-06-06 12:33:00,2024-06-06 14:27:00,481,456,45.64933,45.6045,45.65067,45.6055,-52.37567,-52.3785,-52.37567,-52.3775,595,2024,92,93,92,93,100059387,5,H60,3OB,1000,100054358,1,5.3,5300,30,9.5,0.15,HERRING,0.715,5.26,1,2,1.36,165,NA,51,141,15,NA,NA,0,0,7057,J24-0301,15300,VICIOUS FISHER 1,106793,199,H60,NA,45.64933,-52.37567,45.6055,-52.3775,3O,432,457,1233,1427,5,2024-06-06 07:32:00,2024-06-06 07:57:00,2024-06-06 15:33:00,2024-06-06 17:27:00,732,757,1533,1727,YES,45.63313131,-52.37727226,H60,Nova Scotia,Vicious Fisher I,Nova Scotia,0.045
2,100395601,6,2024-07-15 06:27:00,2024-07-15 06:53:00,2024-07-15 15:15:00,2024-07-15 17:25:00,528,502,43.07833,43.109,43.07883,43.1075,-66.04417,-66.08533,-66.04517,-66.08667,658,2024,114,101,113,113,100059330,5,H11,4XO,1000,100054224,1,5.1,5100,30,8.2,NA,HERRING,0.75,NA,2,1,NA,138,NA,51,141,15,NA,NA,0,0,7057,J24-0314,23060,T & 3J'S,108074,2,H11,NA,43.07833,-66.04417,43.1075,-66.08667,4X,627,653,1515,1725,1,2024-07-15 09:27:00,2024-07-15 09:53:00,2024-07-15 18:15:00,2024-07-15 20:25:00,927,953,1815,2025,NO,43.08989,-66.05998,H11,Nova Scotia,T & 3J's,Nova Scotia,0.018
20,100395534,2,2024-06-07 06:10:00,2024-06-07 06:30:00,2024-06-07 16:01:00,2024-06-07 18:30:00,591,571,44.2335,44.24483,44.24483,44.23367,-63.9665,-64.03183,-64.03167,-63.9665,740,2024,56,37,37,56,100059326,5,H11,4XM,1000,100054216,1,0.56,560,30,9.5,NA,HERRING,0.77,5.4,2,1,NA,165,NA,51,141,15,102342556,30,1,15,7057,J24-0304,24060,SLEEPY DEVIL,106592,20,H11,15,44.2335,-63.9665,44.23367,-63.9665,4X,610,630,1601,1830,1,2024-06-07 09:10:00,2024-06-07 09:30:00,2024-06-07 19:01:00,2024-06-07 21:30:00,910,930,1901,2130,NO,44.24112,-63.99365,H11,Nova Scotia,Sleepy Devil,Nova Scotia,0.314
200,100397341,4,2024-06-07 06:36:00,2024-06-07 06:58:00,2024-06-07 14:10:00,2024-06-07 16:10:00,454,432,45.89483,45.8815,45.89383,45.88117,-51.61483,-51.5585,-51.613,-51.56067,574,2024,88,77,86,78,100059387,5,H60,3OB,1000,100054359,1,5.3,5300,30,9.5,0.15,HERRING,0.715,5.26,1,2,1.36,174,NA,51,141,15,NA,NA,0,0,7057,J24-0301,15300,VICIOUS FISHER 1,106793,200,H60,NA,45.89483,-51.61483,45.88117,-51.56067,3O,636,658,1410,1610,5,2024-06-07 09:36:00,2024-06-07 09:58:00,2024-06-07 17:10:00,2024-06-07 19:10:00,936,958,1710,1910,YES,45.88857857,-51.59005025,H60,Nova Scotia,Vicious Fisher I,Nova Scotia,0.041
21,100395597,2,2024-07-13 06:09:00,2024-07-13 06:30:00,2024-07-13 12:53:00,2024-07-13 15:07:00,404,383,42.042,42.07933,42.041,42.0795,-66.80467,-66.78417,-66.808,-66.78167,538,2024,75,68,74,70,100059330,5,H11,5ZJ,1000,100054224,1,5.1,5100,30,8.2,NA,HERRING,0.75,NA,2,1,NA,138,NA,51,141,15,102343230,30,0,6,7057,J24-0314,23060,T & 3J'S,108074,21,H11,Inf,42.042,-66.80467,42.0795,-66.78167,5Z,609,630,1253,1507,1,2024-07-13 09:09:00,2024-07-13 09:30:00,2024-07-13 15:53:00,2024-07-13 18:07:00,909,930,1553,1807,NO,42.05645,-66.7967,H11,Nova Scotia,T & 3J's,Nova Scotia,0.003
22,100395363,6,2024-07-31 04:04:00,2024-07-31 04:25:00,2024-07-31 11:05:00,2024-07-31 13:16:00,421,400,44.84617,44.89267,44.89083,44.84683,-65.79883,-65.77483,-65.77633,-65.79883,552,2024,81,85,89,81,100059318,5,H11,4XR,1000,100054197,1,5.5,5500,30,7.1,NA,HERRING,NA,NA,2,1,NA,NA,NA,51,141,15,NA,NA,0,0,7057,J24-0316,14820,JESSA & AUSTIN,106068,22,H11,NA,44.84617,-65.79883,44.84683,-65.79883,4X,404,425,1105,1316,1,2024-07-31 07:04:00,2024-07-31 07:25:00,2024-07-31 14:05:00,2024-07-31 16:16:00,704,725,1405,1616,NO,44.86132,-65.79081,H11,Nova Scotia,Jessa & Austin,Nova Scotia,0.015
23,100395362,5,2024-07-30 06:53:00,2024-07-30 07:14:00,2024-07-30 16:10:00,2024-07-30 18:22:00,557,536,44.86783,44.91783,44.87833,44.91833,-66.11683,-66.078,-66.11367,-66.07433,689,2024,116,119,112,116,100059318,5,H11,4XS,1000,100054197,1,5.5,5500,30,7.1,NA,HERRING,NA,NA,2,1,NA,NA,NA,51,141,15,NA,NA,0,0,7057,J24-0316,14820,JESSA & AUSTIN,106068,23,H11,NA,44.86783,-66.11683,44.91833,-66.07433,4X,653,714,1610,1822,1,2024-07-30 09:53:00,2024-07-30 10:14:00,2024-07-30 19:10:00,2024-07-30 21:22:00,953,1014,1910,2122,NO,44.89024,-66.10407,H11,Nova Scotia,Jessa & Austin,Nova Scotia,0.321
24,100395603,8,2024-07-16 06:14:00,2024-07-16 06:39:00,2024-07-16 15:13:00,2024-07-16 17:00:00,539,514,43.41867,43.45067,43.42017,43.45267,-66.20283,-66.2445,-66.2035,-66.24433,646,2024,70,66,65,66,100059330,5,H11,4XQ,1000,100054224,1,5.1,5100,30,8.2,NA,HERRING,0.75,NA,2,1,NA,138,NA,51,141,15,102343359,30,0,43,7057,J24-0314,23060,T & 3J'S,108074,24,H11,Inf,43.41867,-66.20283,43.45267,-66.24433,4X,614,639,1513,1700,1,2024-07-16 09:14:00,2024-07-16 09:39:00,2024-07-16 18:13:00,2024-07-16 20:00:00,914,939,1813,2000,NO,43.43223,-66.21997,H11,Nova Scotia,T & 3J's,Nova Scotia,0.03
25,100395648,3,2024-07-04 06:37:00,2024-07-04 07:03:00,2024-07-04 15:23:00,2024-07-04 17:45:00,526,500,42.95183,42.966,42.9505,42.96733,-63.5435,-63.602,-63.54433,-63.60267,668,2024,159,144,155,144,100059334,5,H12,4XN,1000,100054228,1,5.4,5400,30,7.7,1.83,HERRING,0.84,5.4,2,1,NA,130,NA,51,141,15,NA,NA,0,0,7057,J24-0310,24500,LIQUID COURAGE,108127,25,H12,NA,42.95183,-63.5435,42.96733,-63.60267,4X,637,703,1523,1745,1,2024-07-04 09:37:00,2024-07-04 10:03:00,2024-07-04 18:23:00,2024-07-04 20:45:00,937,1003,1823,2045,NO,42.95728,-63.56387,H12,Nova Scotia,Liquid Courage,Nova Scotia,0.054
